dmim_id,plate_id,annotation,adduct,smi,met_n,mz,ccs_avg,ccs_rsd,ccs_r1,ccs_r2,ccs_r3
"DMIM03599","p4M07","TACRINE","[M+K]+","C1CCC2=NC3=CC=CC=C3C(=C2C1)N",0,237.0794,148.62,0.21,148.25,148.58,149.03
"DMIM03602","p4M08","ACETYLTRYPTOPHANAMIDE","[M+H]+","CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N",0,246.1242,155.67,4.23,152.25,149.87,164.89
"DMIM03603","p4M08","ACETYLTRYPTOPHANAMIDE","[M+Na]+","CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N",0,268.1062,158.47,0.08,158.62,158.47,158.33
"DMIM03604","p4M08","ACETYLTRYPTOPHANAMIDE","[M+K]+","CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N",0,284.0801,159.89,0.20,160.17,159.44,160.05
"DMIM03605","p4M08","ACETYLTRYPTOPHANAMIDE","[M+H-H2O]+","CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N",0,228.1136,146.16,0.67,145.19,145.78,147.51
"DMIM03606","p4M09","DIMERCAPROL","[M+K]+","C(C(CS)S)O",0,162.9654,136.86,0.13,137.02,136.62,136.94
"DMIM03609","p4M10","ACETYLTRYPTOPHAN","[M+H]+","CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O",0,247.1082,151.44,0.14,151.54,151.14,151.64
"DMIM03610","p4M10","ACETYLTRYPTOPHAN","[M+Na]+","CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O",0,269.0902,155.40,0.17,155.17,155.77,155.26
"DMIM03611","p4M10","ACETYLTRYPTOPHAN","[M+K]+","CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O",0,285.0641,157.36,0.33,156.73,157.36,158.00
"DMIM03612","p4M10","ACETYLTRYPTOPHAN","[M+H-H2O]+","CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O",0,229.0976,146.86,0.14,146.56,146.97,147.04
"DMIM03613","p4M11","METOLAZONE","[M+H]+","CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl",0,366.0679,180.60,0.15,180.96,180.33,180.50
"DMIM03614","p4M11","METOLAZONE","[M+Na]+","CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl",0,388.0499,192.53,0.10,192.59,192.75,192.27
"DMIM03615","p4M11","METOLAZONE","[M+K]+","CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl",0,404.0238,191.98,0.06,192.13,191.97,191.85
"DMIM03616","p4M11","METOLAZONE","[M+H-H2O]+","CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl",0,348.0573,166.87,0.11,167.13,166.71,166.76
"DMIM03620","p4M13","AMOXAPINE","[M+H]+","C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl",0,314.1060,170.17,0.09,170.12,170.39,170.00
"DMIM03621","p4M13","AMOXAPINE","[M+K]+","C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl",0,352.0619,165.42,0.02,165.41,165.47,165.38
"DMIM03625","p4M16","ISAXONINE","[M+H]+","CC(C)NC1=NC=CC=N1",0,138.1031,126.56,0.05,126.54,126.49,126.64
"DMIM03626","p4M16","ISAXONINE","[M+Na]+","CC(C)NC1=NC=CC=N1",0,160.0851,128.74,0.47,129.37,127.92,128.93
"DMIM03629","p4M18","PYROGALLIN","[M+H]+","C1=CC(=O)C(=C2C(=C1)C=CC(=C2O)O)O",0,205.0501,132.98,0.08,132.90,132.92,133.13
"DMIM03630","p4M18","PYROGALLIN","[M+Na]+","C1=CC(=O)C(=C2C(=C1)C=CC(=C2O)O)O",0,227.0321,145.28,0.32,144.63,145.58,145.63
"DMIM03631","p4M18","PYROGALLIN","[M+K]+","C1=CC(=O)C(=C2C(=C1)C=CC(=C2O)O)O",0,243.0060,167.01,0.03,167.07,167.01,166.95
"DMIM03632","p4M18","PYROGALLIN","[M+H-H2O]+","C1=CC(=O)C(=C2C(=C1)C=CC(=C2O)O)O",0,187.0395,132.48,1.11,134.40,130.84,132.22
"DMIM03636","p4M19","CARBADOX","[M+H]+","COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]",0,263.0780,153.96,0.20,153.54,154.24,154.10
"DMIM03637","p4M19","CARBADOX","[M+Na]+","COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]",0,285.0600,156.71,0.05,156.62,156.71,156.82
"DMIM03638","p4M19","CARBADOX","[M+K]+","COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]",0,301.0339,159.27,0.18,159.10,159.67,159.04
"DMIM03639","p4M19","CARBADOX","[M+H-H2O]+","COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]",0,245.0674,148.04,0.12,147.86,147.97,148.28
"DMIM03640","p4M22","CYCLOBENZAPRINE","[M+H]+","CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31",0,276.1752,157.25,1.59,160.60,156.54,154.61
"DMIM03641","p4M22","CYCLOBENZAPRINE","[M+Na]+","CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31",0,298.1572,160.79,0.22,160.71,160.40,161.27
"DMIM03642","p4M22","CYCLOBENZAPRINE","[M+K]+","CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31",0,314.1311,163.71,0.42,163.19,163.26,164.69
"DMIM03643","p4N03","CLOFOCTOL","[M+H]+","CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl",0,365.1439,170.27,0.19,170.71,169.98,170.11
"DMIM03644","p4N03","CLOFOCTOL","[M+Na]+","CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl",0,387.1259,179.24,0.50,178.05,179.46,180.22
"DMIM03645","p4N03","CLOFOCTOL","[M+H-H2O]+","CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl",0,347.1333,171.65,0.72,172.16,169.95,172.82
"DMIM03648","p4N04","3-ACETOXYPREGN-16-EN-12-20-DIONE","[M+H]+","CC(=O)C1=CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2CCC4[C@@]3(CCC(C4)OC(=O)C)C)C",0,373.2379,184.61,0.92,182.21,186.03,185.58
"DMIM03649","p4N04","3-ACETOXYPREGN-16-EN-12-20-DIONE","[M+Na]+","CC(=O)C1=CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2CCC4[C@@]3(CCC(C4)OC(=O)C)C)C",0,395.2199,183.30,0.34,183.84,182.42,183.64
"DMIM03650","p4N04","3-ACETOXYPREGN-16-EN-12-20-DIONE","[M+K]+","CC(=O)C1=CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2CCC4[C@@]3(CCC(C4)OC(=O)C)C)C",0,411.1938,189.04,1.12,186.05,190.50,190.56
"DMIM03651","p4N05","XYLOSE","[M+H]+","C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O",0,151.0606,125.93,0.32,126.49,125.54,125.75
"DMIM03652","p4N06","BROMOPRIDE","[M+H]+","CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br",0,344.0973,172.34,0.19,172.70,171.91,172.40
"DMIM03653","p4N06","BROMOPRIDE","[M+H-H2O]+","CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br",0,326.0867,135.07,0.19,134.90,134.88,135.43
"DMIM03661","p4N07","TRICLABENDAZOLE","[M+H]+","CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl",0,358.9579,176.99,0.36,177.44,176.09,177.44
"DMIM03665","p4N09","METAMPICILLIN","[M+H]+","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N=C)C(=O)O)C",0,362.1174,178.97,0.95,180.24,176.58,180.09
"DMIM03666","p4N09","METAMPICILLIN","[M+Na]+","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N=C)C(=O)O)C",0,384.0994,183.77,0.90,185.16,181.45,184.68
"DMIM03667","p4N09","METAMPICILLIN","[M+H-H2O]+","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N=C)C(=O)O)C",0,344.1068,171.79,0.25,171.99,171.19,172.20
"DMIM03668","p4N10","ALEXIDINE","[M+H]+","CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N",0,509.4767,237.98,0.13,238.41,237.73,237.79
"DMIM03669","p4N11","ETICLOPRIDE","[M+H]+","CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl",0,341.1632,177.99,1.46,179.64,174.32,180.01
"DMIM03670","p4N11","ETICLOPRIDE","[M+Na]+","CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl",0,363.1452,176.63,1.79,174.70,174.09,181.09
"DMIM03671","p4N11","ETICLOPRIDE","[M+K]+","CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl",0,379.1191,180.14,1.35,177.31,179.87,183.24
"DMIM03672","p4N11","ETICLOPRIDE","[M+H-H2O]+","CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl",0,323.1526,165.89,0.17,165.86,165.56,166.26
"DMIM03674","p4N14","CANAVANINE","[M+H]+","C(CON=C(N)N)[C@@H](C(=O)O)N",0,177.0987,135.49,0.05,135.57,135.40,135.48
"DMIM03675","p4N14","CANAVANINE","[M+Na]+","C(CON=C(N)N)[C@@H](C(=O)O)N",0,199.0807,138.13,0.15,137.86,138.17,138.36
"DMIM03676","p4N14","CANAVANINE","[M+K]+","C(CON=C(N)N)[C@@H](C(=O)O)N",0,215.0546,142.34,0.09,142.18,142.34,142.49
"DMIM03677","p4N14","CANAVANINE","[M+H-H2O]+","C(CON=C(N)N)[C@@H](C(=O)O)N",0,159.0881,130.21,0.36,129.65,130.19,130.79
"DMIM03678","p4N15","DEFERIPRONE","[M+H]+","CC1=C(C(=O)C=CN1C)O",0,140.0711,123.54,0.19,123.87,123.34,123.41
"DMIM03679","p4N15","DEFERIPRONE","[M+Na]+","CC1=C(C(=O)C=CN1C)O",0,162.0531,133.89,0.30,134.25,133.34,134.09
"DMIM03680","p4N15","DEFERIPRONE","[M+H-H2O]+","CC1=C(C(=O)C=CN1C)O",0,122.0605,124.99,0.74,124.09,124.63,126.26
"DMIM03682","p4N16","DIACERIN","[M+H]+","CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O",0,369.0610,168.12,0.13,168.37,167.83,168.14
"DMIM03683","p4N16","DIACERIN","[M+Na]+","CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O",0,391.0430,169.49,0.16,169.88,169.33,169.27
"DMIM03684","p4N16","DIACERIN","[M+K]+","CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O",0,407.0169,171.33,0.22,171.85,171.03,171.10
"DMIM03685","p4N16","DIACERIN","[M+H-H2O]+","CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O",0,351.0504,170.40,0.76,170.48,168.76,171.94
"DMIM03686","p4N18","CRESOPIRINE","[M+H]+","CC1=C(C(=CC=C1)C(=O)O)OC(=O)C",0,195.0657,138.61,0.16,138.29,138.79,138.75
"DMIM03687","p4N18","CRESOPIRINE","[M+Na]+","CC1=C(C(=CC=C1)C(=O)O)OC(=O)C",0,217.0477,143.82,0.08,143.66,143.86,143.95
"DMIM03688","p4N18","CRESOPIRINE","[M+K]+","CC1=C(C(=CC=C1)C(=O)O)OC(=O)C",0,233.0216,152.24,1.31,149.65,152.55,154.52
"DMIM03689","p4N18","CRESOPIRINE","[M+H-H2O]+","CC1=C(C(=CC=C1)C(=O)O)OC(=O)C",0,177.0551,132.25,1.55,131.31,130.35,135.09
"DMIM03690","p4N19","CARSALAM","[M+H]+","C1=CC=C2C(=C1)C(=O)NC(=O)O2",0,164.0347,127.67,2.07,127.88,130.79,124.34
"DMIM03691","p4N21","beta-NAPHTHOL","[M+H]+","C1=CC=C2C=C(C=CC2=C1)O",0,145.0653,123.43,0.27,123.89,123.17,123.22
"DMIM03692","p4N21","beta-NAPHTHOL","[M+Na]+","C1=CC=C2C=C(C=CC2=C1)O",0,167.0473,129.80,0.06,129.90,129.78,129.71
"DMIM03693","p4N21","beta-NAPHTHOL","[M+H-H2O]+","C1=CC=C2C=C(C=CC2=C1)O",0,127.0547,125.11,0.11,125.01,125.02,125.31
"DMIM03700","p4N22","MEPIROXOL","[M+H]+","C1=CC(=C[N+](=C1)[O-])CO",0,126.0555,122.45,0.39,121.79,122.66,122.91
"DMIM03703","p4O03","DEXPANTHENOL","[M+H]+","CC(C)(CO)[C@H](C(=O)NCCCO)O",0,206.1392,143.81,0.02,143.84,143.77,143.83
"DMIM03704","p4O03","DEXPANTHENOL","[M+Na]+","CC(C)(CO)[C@H](C(=O)NCCCO)O",0,228.1212,149.52,0.03,149.57,149.45,149.53
"DMIM03705","p4O03","DEXPANTHENOL","[M+K]+","CC(C)(CO)[C@H](C(=O)NCCCO)O",0,244.0951,151.57,0.75,149.98,152.15,152.57
"DMIM03706","p4O03","DEXPANTHENOL","[M+H-H2O]+","CC(C)(CO)[C@H](C(=O)NCCCO)O",0,188.1286,139.81,0.15,140.07,139.57,139.80
"DMIM03707","p4O05","NONOXYNOL-9","[M+H]+","CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO",0,617.4264,234.66,4.55,235.75,221.07,247.16
"DMIM03708","p4O05","NONOXYNOL-9","[M+Na]+","CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO",0,639.4084,239.73,2.74,239.42,231.83,247.93
"DMIM03709","p4O05","NONOXYNOL-9","[M+K]+","CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO",0,655.3823,243.27,1.61,238.26,243.72,247.81
"DMIM03721","p4O06","3-6-DIMETHOXYFLAVONE","[M+H]+","COC1=CC2=C(C=C1)OC(=C(C2=O)OC)C3=CC=CC=C3",0,283.0970,158.08,0.09,157.92,158.05,158.27
"DMIM03722","p4O06","3-6-DIMETHOXYFLAVONE","[M+Na]+","COC1=CC2=C(C=C1)OC(=C(C2=O)OC)C3=CC=CC=C3",0,305.0790,174.22,0.47,174.75,173.06,174.85
"DMIM03723","p4O06","3-6-DIMETHOXYFLAVONE","[M+K]+","COC1=CC2=C(C=C1)OC(=C(C2=O)OC)C3=CC=CC=C3",0,321.0529,172.36,2.61,166.01,175.41,175.67
"DMIM03724","p4O06","3-6-DIMETHOXYFLAVONE","[M+H-H2O]+","COC1=CC2=C(C=C1)OC(=C(C2=O)OC)C3=CC=CC=C3",0,265.0864,153.96,0.04,154.03,153.98,153.88
"DMIM03726","p4O07","DOCOSANOL","[M+K]+","CCCCCCCCCCCCCCCCCCCCCCO",0,365.3186,189.91,0.55,190.61,188.42,190.69
"DMIM03727","p4O07","DOCOSANOL","[M+H-H2O]+","CCCCCCCCCCCCCCCCCCCCCCO",0,309.3521,164.46,0.05,164.47,164.35,164.57
"DMIM03728","p4O08","3-4'-DIMETHOXYFLAVONE","[M+H]+","COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC",0,283.0970,158.21,0.05,158.17,158.13,158.33
"DMIM03729","p4O08","3-4'-DIMETHOXYFLAVONE","[M+Na]+","COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC",0,305.0790,175.05,0.29,175.46,174.33,175.37
"DMIM03730","p4O08","3-4'-DIMETHOXYFLAVONE","[M+H-H2O]+","COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)OC",0,265.0864,153.87,0.10,153.94,153.65,154.01
"DMIM03732","p4O10","FURALTADONE","[M+H]+","C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-]",0,325.1148,171.91,0.94,173.13,169.64,172.97
"DMIM03733","p4O10","FURALTADONE","[M+K]+","C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-]",0,363.0707,179.01,0.06,179.15,178.91,178.96
"DMIM03734","p4O10","FURALTADONE","[M+H-H2O]+","C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-]",0,307.1042,153.36,3.23,149.84,149.88,160.35
"DMIM03736","p4O11","ANIRACETAM","[M+H]+","COC1=CC=C(C=C1)C(=O)N2CCCC2=O",0,220.0973,145.49,0.21,145.85,145.50,145.11
"DMIM03737","p4O11","ANIRACETAM","[M+Na]+","COC1=CC=C(C=C1)C(=O)N2CCCC2=O",0,242.0793,156.31,0.02,156.31,156.34,156.27
"DMIM03738","p4O11","ANIRACETAM","[M+K]+","COC1=CC=C(C=C1)C(=O)N2CCCC2=O",0,258.0532,154.67,0.87,153.52,153.92,156.57
"DMIM03739","p4O12","ARGININE","[M+H]+","C(C[C@@H](C(=O)O)N)CN=C(N)N",0,175.1195,135.01,0.44,135.68,134.24,135.11
"DMIM03740","p4O12","ARGININE","[M+Na]+","C(C[C@@H](C(=O)O)N)CN=C(N)N",0,197.1015,137.63,0.17,137.40,137.54,137.95
"DMIM03741","p4O12","ARGININE","[M+K]+","C(C[C@@H](C(=O)O)N)CN=C(N)N",0,213.0754,141.20,0.32,141.06,140.74,141.81
"DMIM03742","p4O13","PENTOXIFYLLINE","[M+H]+","CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C",0,279.1457,157.92,0.10,157.97,158.08,157.72
"DMIM03743","p4O13","PENTOXIFYLLINE","[M+Na]+","CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C",0,301.1277,167.95,0.84,167.00,169.95,166.90
"DMIM03744","p4O13","PENTOXIFYLLINE","[M+K]+","CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C",0,317.1016,168.86,0.17,168.87,168.50,169.21
"DMIM03745","p4O13","PENTOXIFYLLINE","[M+H-H2O]+","CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C",0,261.1351,152.71,0.51,151.66,153.54,152.93
"DMIM03746","p4O14","2-THIOURACIL","[M+K]+","C1=CNC(=S)NC1=O",0,166.9681,137.08,0.32,137.61,136.53,137.10
"DMIM03747","p4O17","TRILOSTANE","[M+H]+","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@]45[C@@]3(CC(=C([C@H]4O5)O)C#N)C",0,330.2069,173.45,3.69,172.65,166.03,181.66
"DMIM03748","p4O17","TRILOSTANE","[M+K]+","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@]45[C@@]3(CC(=C([C@H]4O5)O)C#N)C",0,368.1628,174.52,0.80,175.42,172.54,175.61
"DMIM03749","p4O17","TRILOSTANE","[M+H-H2O]+","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@]45[C@@]3(CC(=C([C@H]4O5)O)C#N)C",0,312.1963,166.68,0.90,166.67,164.85,168.51
"DMIM03750","p4O19","HALOTHANE","[M+H]+","C(C(F)(F)F)(Cl)Br",0,196.8980,126.55,0.11,126.54,126.39,126.73
"DMIM03755","p4O20","POMIFERIN","[M+H]+","CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC(=C(C=C4)O)O)C=CC(O2)(C)C)C",0,421.1651,197.89,4.03,186.88,201.27,205.51
"DMIM03756","p4O20","POMIFERIN","[M+H-H2O]+","CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC(=C(C=C4)O)O)C=CC(O2)(C)C)C",0,403.1545,183.15,0.47,182.32,182.78,184.35
"DMIM03757","p4P03","CHLORALOSE","[M+H]+","C([C@H]([C@@H]1[C@@H]([C@@H]2[C@H](O1)O[C@@H](O2)C(Cl)(Cl)Cl)O)O)O",0,308.9699,161.61,0.27,161.00,161.99,161.84
"DMIM03758","p4P03","CHLORALOSE","[M+Na]+","C([C@H]([C@@H]1[C@@H]([C@@H]2[C@H](O1)O[C@@H](O2)C(Cl)(Cl)Cl)O)O)O",0,330.9519,158.54,0.16,158.89,158.43,158.31
"DMIM03759","p4P03","CHLORALOSE","[M+K]+","C([C@H]([C@@H]1[C@@H]([C@@H]2[C@H](O1)O[C@@H](O2)C(Cl)(Cl)Cl)O)O)O",0,346.9258,157.92,0.28,157.32,158.07,158.38
"DMIM03762","p4P04","MEGLUMINE","[M+H]+","CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O",0,196.1185,138.13,0.09,138.29,137.99,138.10
"DMIM03763","p4P04","MEGLUMINE","[M+Na]+","CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O",0,218.1005,142.09,0.41,141.33,142.21,142.72
"DMIM03764","p4P04","MEGLUMINE","[M+K]+","CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O",0,234.0744,147.75,0.04,147.80,147.68,147.78
"DMIM03765","p4P04","MEGLUMINE","[M+H-H2O]+","CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O",0,178.1079,134.31,0.36,134.94,133.78,134.21
"DMIM03766","p4P05","CYSTINE","[M+K]+","C(C(C(=O)O)N)SSCC(C(=O)O)N",0,278.9875,150.71,0.15,150.93,150.39,150.81
"DMIM03767","p4P05","CYSTINE","[M+H-H2O]+","C(C(C(=O)O)N)SSCC(C(=O)O)N",0,223.0210,144.81,1.12,147.11,143.77,143.56
"DMIM03768","p4P06","EFAROXAN","[M+H]+","CCC1(CC2=CC=CC=C2O1)C3=NCCN3",0,217.1341,149.27,0.12,149.48,149.05,149.28
"DMIM03769","p4P06","EFAROXAN","[M+Na]+","CCC1(CC2=CC=CC=C2O1)C3=NCCN3",0,239.1161,149.79,1.12,148.43,148.79,152.16
"DMIM03770","p4P06","EFAROXAN","[M+K]+","CCC1(CC2=CC=CC=C2O1)C3=NCCN3",0,255.0900,150.98,0.39,150.17,151.25,151.53
"DMIM03771","p4P08","CHROMOCARB","[M+H]+","C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O",0,191.0344,132.58,0.08,132.71,132.43,132.58
"DMIM03772","p4P08","CHROMOCARB","[M+K]+","C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O",0,228.9903,146.39,0.13,146.12,146.49,146.57
"DMIM03775","p4P09","CLORGILINE","[M+H]+","CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C",0,272.0609,156.10,0.05,156.00,156.12,156.17
"DMIM03781","p4P11","EPIESTRIOL","[M+H]+","C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O",0,289.1803,158.20,2.18,162.98,156.58,155.03
"DMIM03782","p4P11","EPIESTRIOL","[M+Na]+","C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O",0,311.1623,163.50,0.30,163.66,162.84,164.01
"DMIM03783","p4P11","EPIESTRIOL","[M+K]+","C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O",0,327.1362,166.53,0.84,165.17,168.45,165.99
"DMIM03784","p4P11","EPIESTRIOL","[M+H-H2O]+","C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O",0,271.1697,160.25,1.00,160.88,158.04,161.83
"DMIM03787","p4P14","DIHYDROCELASTROL","[M+H]+","CC1=C2CC=C3[C@](C2=CC(=C1O)O)(CC[C@@]4([C@@]3(CC[C@@]5(C4C[C@](CC5)(C)C(=O)O)C)C)C)C",0,453.3005,202.85,0.93,201.49,201.53,205.52
"DMIM03788","p4P14","DIHYDROCELASTROL","[M+Na]+","CC1=C2CC=C3[C@](C2=CC(=C1O)O)(CC[C@@]4([C@@]3(CC[C@@]5(C4C[C@](CC5)(C)C(=O)O)C)C)C)C",0,475.2825,205.60,2.30,201.96,202.57,212.27
"DMIM03789","p4P14","DIHYDROCELASTROL","[M+K]+","CC1=C2CC=C3[C@](C2=CC(=C1O)O)(CC[C@@]4([C@@]3(CC[C@@]5(C4C[C@](CC5)(C)C(=O)O)C)C)C)C",0,491.2564,211.47,4.00,203.75,207.43,223.23
"DMIM03790","p4P17","URAPIDIL","[M+H]+","CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC",0,388.2348,190.92,0.07,191.10,190.86,190.80
"DMIM03791","p4P17","URAPIDIL","[M+Na]+","CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC",0,410.2168,193.26,0.77,193.59,191.30,194.89
"DMIM03792","p4P17","URAPIDIL","[M+K]+","CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC",0,426.1907,195.14,1.25,193.53,193.29,198.60
"DMIM03793","p4P17","URAPIDIL","[M+H-H2O]+","CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC",0,370.2242,178.64,0.29,178.34,178.21,179.38
"DMIM03795","p4P21","CINCHOPHEN","[M+H]+","C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O",0,250.0868,153.79,0.06,153.84,153.86,153.66
"DMIM03796","p4P21","CINCHOPHEN","[M+Na]+","C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O",0,272.0688,165.67,0.15,166.03,165.47,165.52
"DMIM03797","p4P21","CINCHOPHEN","[M+K]+","C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O",0,288.0427,165.35,0.15,165.69,165.20,165.16
"DMIM03798","p4P21","CINCHOPHEN","[M+H-H2O]+","C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O",0,232.0762,146.44,0.17,146.60,146.09,146.61
"DMIM03801","p4P22","2-6-DIMETHOXYQUINONE","[M+H]+","COC1=CC(=O)C=C(C1=O)OC",0,169.0501,127.77,0.42,128.48,127.17,127.65
"DMIM03802","p4P22","2-6-DIMETHOXYQUINONE","[M+Na]+","COC1=CC(=O)C=C(C1=O)OC",0,191.0321,139.88,0.20,140.15,140.00,139.50
"DMIM03803","p4P22","2-6-DIMETHOXYQUINONE","[M+H-H2O]+","COC1=CC(=O)C=C(C1=O)OC",0,151.0395,125.18,0.24,125.19,124.80,125.54
"DMIM02949","p4A04","CLEMIZOLE_met002","[M]+","Clc1ccc(Cn2c(C[N+]3=CCCC3)nc3ccccc32)cc1",2,324.1268,172.31,0.07,172.15,172.34,172.46
"DMIM02952","p4A04","CLEMIZOLE_met011","[M+H-H2O]+","OCc1nc2ccccc2n1Cc1ccc(Cl)cc1",11,255.0688,152.15,0.21,151.70,152.37,152.37
